segment,segment_name,ranking,Short,Long,numerator_denominator,Table Number,Table Name
2,High income mature Anglo families,3,CF_no_ChU15_a_DSs_a_no_NdCh_F,Couple_family_with_no_children_under_15_and_with_dependent_students_and_no_non_dependent_children_Families,CF_no_ChU15_a_DSs_a_no_NdCh_F|CF_Total_F,G29,Family Composition
2,High income mature Anglo families,3,P_75_84_Prvided_unpaid_assist,PERSONS_75_84_years_Provided_unpaid_assistance,P_75_84_Prvided_unpaid_assist|P_75_84_Tot,G25,Unpaid Assistance to a Person with a Disability Health Condition or Due to Old Age by Age by Sex
2,High income mature Anglo families,3,CF_ChU15_a_DSs_a_no_NdCh_P,Couple_family_with_children_under_15_and_dependent_students_and_no_non_dependent_children_Persons,CF_ChU15_a_DSs_a_no_NdCh_P|CF_Total_P,G29,Family Composition
2,High income mature Anglo families,3,P_35_44_yr_Married,PERSONS_35_44_years_Married,P_35_44_yr_Married|P_35_44_yr_Tot,G05,Registered Marital Status by Age by Sex
2,High income mature Anglo families,3,P_55_64_yr_Marrd_reg_marrge,PERSONS_55_64_years_Married_in_a_registered_marriage,P_55_64_yr_Marrd_reg_marrge|P_55_64_yr_Total,G06,Social Marital Status by Age by Sex
2,High income mature Anglo families,3,P_75_84_yr_Marrd_reg_marrge,PERSONS_75_84_years_Married_in_a_registered_marriage,P_75_84_yr_Marrd_reg_marrge|P_75_84_yr_Total,G06,Social Marital Status by Age by Sex
2,High income mature Anglo families,3,P_Tot_Marrd_reg_marrge,PERSONS_Total_Married_in_a_registered_marriage,P_Tot_Marrd_reg_marrge|P_Tot_Total,G06,Social Marital Status by Age by Sex
2,High income mature Anglo families,3,Irish_Tot_resp,Irish_Total_responses,Irish_Tot_resp|Tot_P_Tot_resp,G08,Ancestry by Country of Birth of Parents
2,High income mature Anglo families,3,P_Ireland_Tot,PERSONS_Ireland_Total,P_Ireland_Tot|P_Tot_Tot,G09,Country of Birth of Person by Age by Sex
2,High income mature Anglo families,3,Secondary_Tot_Secondary_P,Secondary_Total_Secondary_Persons,Secondary_Tot_Secondary_P|Tot_P,G15,Type of Educational Institution Attending (Full-time/Part-Time Student Status by Age) by Sex
2,High income mature Anglo families,3,P_Y12e_15_19,PERSONS_Year_12_or_equivalent_Age_15_19_years,P_Y12e_15_19|P_Y9e_15_19,G16,Highest Year of School Completed by Age by Sex
2,High income mature Anglo families,3,P_Y12e_35_44,PERSONS_Year_12_or_equivalent_Age_35_44_years,P_Y12e_35_44|P_Tot_35_44_yrs,G16,Highest Year of School Completed by Age by Sex
2,High income mature Anglo families,3,P_3500_more_Tot,PERSONS_3500_or_more_Total,P_3500_more_Tot|P_Tot_Tot,G17,Total Personal Income (Weekly) by Age by Sex
2,High income mature Anglo families,3,M_75_84y_DUDW_5_14_h,MALES_75_84_years_Did_unpaid_domestic_work_5_14_hours,M_75_84y_DUDW_5_14_h|M_75_84y_Total,G24,Unpaid Domestic Work:  Number of Hours by Age by Sex 
2,High income mature Anglo families,3,M_75_84y_DUDW_15_29_h,MALES_75_84_years_Did_unpaid_domestic_work_15_29_hours,M_75_84y_DUDW_15_29_h|M_75_84y_Total,G24,Unpaid Domestic Work:  Number of Hours by Age by Sex 
2,High income mature Anglo families,3,P_55_64_Prvided_unpaid_assist,PERSONS_55_64_years_Provided_unpaid_assistance,P_55_64_Prvided_unpaid_assist|P_55_64_Tot,G25,Unpaid Assistance to a Person with a Disability Health Condition or Due to Old Age by Age by Sex
2,High income mature Anglo families,3,P_Ptn_in_RM_35_44,PERSONS_Partner_in_a_registered_marriage_Age_35_44_years,P_Ptn_in_RM_35_44|P_Tot_35_44,G27,Relationship in Household by Age by Sex
2,High income mature Anglo families,3,P_Ptn_in_RM_55_64,PERSONS_Partner_in_a_registered_marriage_Age_55_64_years,P_Ptn_in_RM_55_64|P_Tot_55_64,G27,Relationship in Household by Age by Sex
2,High income mature Anglo families,3,P_Ptn_in_RM_75_84,PERSONS_Partner_in_a_registered_marriage_Age_75_84_years,P_Ptn_in_RM_75_84|P_Tot_75_84,G27,Relationship in Household by Age by Sex
2,High income mature Anglo families,3,P_Ptn_in_RM_Tot,PERSONS_Partner_in_a_registered_marriage_Total,P_Ptn_in_RM_Tot|P_Tot_Tot,G27,Relationship in Household by Age by Sex
2,High income mature Anglo families,3,P_65_69_Num_chld_evr_brn_2,Age_group_of_parent_65_69_years_Number_of_children_ever_born_Two_children,P_65_69_Num_chld_evr_brn_2|P_65_69_yrs_Total,G28,Number of Children Ever Born 
2,High income mature Anglo families,3,Tot_Nmbr_children_ever_born_2,Total_Number_of_children_ever_born_Two_children,Tot_Nmbr_children_ever_born_2|Total_Total,G28,Number of Children Ever Born 
2,High income mature Anglo families,3,CF_no_ChU15_a_DSs_a_NdCh_F,Couple_family_with_no_children_under_15_and_with_dependent_students_and_non_dependent_children_Families,CF_no_ChU15_a_DSs_a_NdCh_F|CF_Total_F,G29,Family Composition
2,High income mature Anglo families,3,P_Health_Tot,PERSONS_Health_Total,P_Health_Tot|P_Tot_Tot,G50,Highest Non-School Qualification: Field of Study by Age by Sex
3,Wealthy lifestylers and entrepreneurs,1,Judaism_P,Judaism_Persons,Judaism_P|Tot_P,G14,Religious Affiliation by Sex
3,Wealthy lifestylers and entrepreneurs,1,R_850_949_LT_Real_estat_agent,850_and_949_Landlord_type_Real_estate_agent,R_850_949_LT_Real_estat_agent|Tot_Tot,G40,Rent (Weekly) by Landlord Type
3,Wealthy lifestylers and entrepreneurs,1,P_Y11e_85ov,PERSONS_Year_11_or_equivalent_Age_85_years_and_over,P_Y11e_85ov|P_Tot_85ov,G16,Highest Year of School Completed by Age by Sex
3,Wealthy lifestylers and entrepreneurs,1,R_750_849_LT_Real_eSte_agent,750_and_849_Landlord_type_Real_estate_agent,R_750_849_LT_Real_eSte_agent|Tot_Tot,G40,Rent (Weekly) by Landlord Type
3,Wealthy lifestylers and entrepreneurs,1,M_75_84y_DUDW_5_14_h,MALES_75_84_years_Did_unpaid_domestic_work_5_14_hours,M_75_84y_DUDW_5_14_h|M_75_84y_Total,G24,Unpaid Domestic Work:  Number of Hours by Age by Sex 
3,Wealthy lifestylers and entrepreneurs,1,P_80_84_Num_chld_evr_brn_3,Age_group_of_parent_80_84_years_Number_of_children_ever_born_Three_children,P_80_84_Num_chld_evr_brn_3|P_80_84_yrs_Total,G28,Number of Children Ever Born 
3,Wealthy lifestylers and entrepreneurs,1,P_85_ov_Num_chld_evr_brn_Nne,Age_group_of_parent_85_years_and_over_Number_of_children_ever_born_No_children,P_85_ov_Num_chld_evr_brn_Nne|P_85ov_Total,G28,Number of Children Ever Born 
3,Wealthy lifestylers and entrepreneurs,1,P_Emp_PartT_55_64,PERSONS_Employed_worked_Part_time_Age_55_64_years,P_Emp_PartT_55_64|P_Tot_55_64,G46,Labour Force Status by Age by Sex
3,Wealthy lifestylers and entrepreneurs,1,P_75_84_No_need_for_assistnce,PERSONS_75_84_years_Does_not_have_need_for_assistance,P_75_84_No_need_for_assistnce|P_75_84_yrs_Tot,G18,Core Activity Need for Assistance by Age by Sex
3,Wealthy lifestylers and entrepreneurs,1,P_South_Africa_Tot,PERSONS_South_Africa_Total,P_South_Africa_Tot|P_Tot_Tot,G09,Country of Birth of Person by Age by Sex
3,Wealthy lifestylers and entrepreneurs,1,R_950_over_LT_Real_eSte_agent,950_and_over_Landlord_type_Real_estate_agent,R_950_over_LT_Real_eSte_agent|Tot_Tot,G40,Rent (Weekly) by Landlord Type
3,Wealthy lifestylers and entrepreneurs,1,CF_C_FBO_Tot,Couple_family_with_children_Father_only_born_overseas_Total,CF_C_FBO_Tot|Tot_Tot,G30,Family Composition and Country of Birth of Parents by Age of Dependent Children
3,Wealthy lifestylers and entrepreneurs,1,Maori_MO_B_OS,Maori_Mother_only_born_overseas,Maori_MO_B_OS|Maori_Tot_resp,G08,Ancestry by Country of Birth of Parents
3,Wealthy lifestylers and entrepreneurs,1,M_4000_4999_1PF_C_und15,4000_4999_One_parent_family_with_Children_under_15,M_4000_4999_1PF_C_und15|Tot_Tot,G39,Mortgage Repayment (Monthly) by Family Composition
3,Wealthy lifestylers and entrepreneurs,1,P_RentHirREserv_ToT,PERSONS_Rental_Hiring_and_Real_Estate_Services_Total,P_RentHirREserv_ToT|P_ToT_ToT,G53,Highest Non-School Qualification: Level of Education by Industry of Employment by Sex
3,Wealthy lifestylers and entrepreneurs,1,M_5000over_CFNC,5000_and_over_Couple_family_with_No_children,M_5000over_CFNC|Tot_Tot,G39,Mortgage Repayment (Monthly) by Family Composition
3,Wealthy lifestylers and entrepreneurs,2,CF_no_ChU15_a_DSs_a_no_NdCh_F,Couple_family_with_no_children_under_15_and_with_dependent_students_and_no_non_dependent_children_Families,CF_no_ChU15_a_DSs_a_no_NdCh_F|CF_Total_F,G29,Family Composition
3,Wealthy lifestylers and entrepreneurs,2,CF_C_MBO_Tot,Couple_family_with_children_Mother_only_born_overseas_Total,CF_C_MBO_Tot|Tot_Tot,G30,Family Composition and Country of Birth of Parents by Age of Dependent Children
3,Wealthy lifestylers and entrepreneurs,2,CF_ChU15_a_DSs_a_no_NdCh_P,Couple_family_with_children_under_15_and_dependent_students_and_no_non_dependent_children_Persons,CF_ChU15_a_DSs_a_no_NdCh_P|CF_Total_P,G29,Family Composition
3,Wealthy lifestylers and entrepreneurs,2,CF_ChU15_a_DSs_a_no_NdCh_F,Couple_family_with_children_under_15_and_dependent_students_and_no_non_dependent_children_Families,CF_ChU15_a_DSs_a_no_NdCh_F|CF_Total_F,G29,Family Composition
3,Wealthy lifestylers and entrepreneurs,2,HI_4000_more_Fam_households,4000_or_more_Family_households,HI_4000_more_Fam_households|Tot_Family_households,G33,Total Household Income (Weekly) by Household Composition
3,Wealthy lifestylers and entrepreneurs,2,P_85_ov_Num_chld_evr_brn_3,Age_group_of_parent_85_years_and_over_Number_of_children_ever_born_Three_children,P_85_ov_Num_chld_evr_brn_3|P_85ov_Total,G28,Number of Children Ever Born 
3,Wealthy lifestylers and entrepreneurs,2,M_4000_over_Tot,4000_and_over_Total,M_4000_over_Tot|Tot_Tot,G38,Mortgage Repayment (Monthly) by Dwelling Structure
3,Wealthy lifestylers and entrepreneurs,2,P_Ptn_in_RM_Tot,PERSONS_Partner_in_a_registered_marriage_Total,P_Ptn_in_RM_Tot|P_Tot_Tot,G27,Relationship in Household by Age by Sex
3,Wealthy lifestylers and entrepreneurs,2,M_5000over_1PF_C_und15,5000_and_over_One_parent_family_with_Children_under_15,M_5000over_1PF_C_und15|Tot_Tot,G39,Mortgage Repayment (Monthly) by Family Composition
3,Wealthy lifestylers and entrepreneurs,2,CF_no_ChU15_a_DSs_a_no_NdCh_P,Couple_family_with_no_children_under_15_and_with_dependent_students_and_no_non_dependent_children_Persons,CF_no_ChU15_a_DSs_a_no_NdCh_P|CF_Total_P,G29,Family Composition
3,Wealthy lifestylers and entrepreneurs,2,Worked_home_P,Worked_at_home_Persons,Worked_home_P|Tot_P,G62,Method of Travel to Work by Sex
3,Wealthy lifestylers and entrepreneurs,2,P_3500_more_Tot,PERSONS_3500_or_more_Total,P_3500_more_Tot|P_Tot_Tot,G17,Total Personal Income (Weekly) by Age by Sex
3,Wealthy lifestylers and entrepreneurs,2,M_5000over_CF_C_und15,5000_and_over_Couple_family_with_Children_under_15,M_5000over_CF_C_und15|Tot_Tot,G39,Mortgage Repayment (Monthly) by Family Composition
3,Wealthy lifestylers and entrepreneurs,2,P_20_24_yr_Never_married,PERSONS_20_24_years_Never_married,P_20_24_yr_Never_married|P_20_24_yr_Tot,G05,Registered Marital Status by Age by Sex
3,Wealthy lifestylers and entrepreneurs,2,Hungarian_Tot_resp,Hungarian_Total_responses,Hungarian_Tot_resp|Tot_P_Tot_resp,G08,Ancestry by Country of Birth of Parents
3,Wealthy lifestylers and entrepreneurs,2,Irish_Tot_resp,Irish_Total_responses,Irish_Tot_resp|Tot_P_Tot_resp,G08,Ancestry by Country of Birth of Parents
3,Wealthy lifestylers and entrepreneurs,2,Polish_Tot_resp,Polish_Total_responses,Polish_Tot_resp|Tot_P_Tot_resp,G08,Ancestry by Country of Birth of Parents
3,Wealthy lifestylers and entrepreneurs,2,P_Tot_Occ_Mng,PERSONS_Total_Occupation_Managers,P_Tot_Occ_Mng|P_Total_Total,G51,Highest Non-School Qualification: Field of Study by Occupation by Sex
3,Wealthy lifestylers and entrepreneurs,2,Sth_African_Tot_resp,South_African_Total_responses,Sth_African_Tot_resp|Tot_P_Tot_resp,G08,Ancestry by Country of Birth of Parents
3,Wealthy lifestylers and entrepreneurs,2,P_Germany_Tot,PERSONS_Germany_Total,P_Germany_Tot|P_Tot_Tot,G09,Country of Birth of Person by Age by Sex
3,Wealthy lifestylers and entrepreneurs,2,Primry_Othr_non_Govt_P,Primary_Other_non_Government_Persons,Primry_Othr_non_Govt_P|Primary_Tot_Primary_P,G15,Type of Educational Institution Attending (Full-time/Part-Time Student Status by Age) by Sex
3,Wealthy lifestylers and entrepreneurs,2,P_Health_Tot,PERSONS_Health_Total,P_Health_Tot|P_Tot_Tot,G50,Highest Non-School Qualification: Field of Study by Age by Sex
3,Wealthy lifestylers and entrepreneurs,2,Othr_typ_educ_inst_Pt_stud_P,Other_type_of_education_institution_Part_time_student_Persons,Othr_typ_educ_inst_Pt_stud_P|Other_type_educ_instit_Tot_P,G15,Type of Educational Institution Attending (Full-time/Part-Time Student Status by Age) by Sex
3,Wealthy lifestylers and entrepreneurs,2,P_Y12e_65_74,PERSONS_Year_12_or_equivalent_Age_65_74_years,P_Y12e_65_74|P_Tot_65_74_yrs,G16,Highest Year of School Completed by Age by Sex
3,Wealthy lifestylers and entrepreneurs,2,Se_d_r_or_t_h_t_Tot_NofB_5,Semi_detached_row_or_terrace_house_townhouse_etc_with_Total_Number_of_bedrooms_Five_bedrooms,Se_d_r_or_t_h_t_Tot_NofB_5|Se_d_r_or_t_h_t_Tot_Total,G41,Dwelling Structure by Number of Bedrooms
3,Wealthy lifestylers and entrepreneurs,2,Separate_house_NofB_6_or_m,Separate_house_Number_of_bedrooms_Six_bedrooms_or_more,Separate_house_NofB_6_or_m|Separate_house_Total,G41,Dwelling Structure by Number of Bedrooms
3,Wealthy lifestylers and entrepreneurs,2,Secondary_Other_non_Govt_P,Secondary_Other_non_Government_Persons,Secondary_Other_non_Govt_P|Secondary_Tot_Secondary_P,G15,Type of Educational Institution Attending (Full-time/Part-Time Student Status by Age) by Sex
3,Wealthy lifestylers and entrepreneurs,2,M_5000over_CFNC_und15,5000_and_over_Couple_family_with_No_children_under_15,M_5000over_CFNC_und15|Tot_Tot,G39,Mortgage Repayment (Monthly) by Family Composition
3,Wealthy lifestylers and entrepreneurs,3,Separate_house_NofB_5,Separate_house_Number_of_bedrooms_Five_bedrooms,Separate_house_NofB_5|Separate_house_Total,G41,Dwelling Structure by Number of Bedrooms
3,Wealthy lifestylers and entrepreneurs,3,non_sch_qual_Bchelr_Degree_P,Highest_non_school_qualifications_Bachelor_Degree_Level_Persons,non_sch_qual_Bchelr_Degree_P|lfs_Tot_LF_P,G43,Selected Labour Force Education and Migration Characteristics by Sex
3,Wealthy lifestylers and entrepreneurs,3,non_sch_qual_Gr_Dip_Gr_Crt_P,Highest_non_school_qualifications_Graduate_Diploma_and_Graduate_Certificate_Level_Persons,non_sch_qual_Gr_Dip_Gr_Crt_P|lfs_Tot_LF_P,G43,Selected Labour Force Education and Migration Characteristics by Sex
3,Wealthy lifestylers and entrepreneurs,3,M_5000over_1PFNC_und15,5000_and_over_One_parent_family_with_No_children_under_15,M_5000over_1PFNC_und15|Tot_Tot,G39,Mortgage Repayment (Monthly) by Family Composition
3,Wealthy lifestylers and entrepreneurs,3,P_FinInsurS_ToT,PERSONS_Financial_and_Insurance_Services_Total,P_FinInsurS_ToT|P_ToT_ToT,G53,Highest Non-School Qualification: Level of Education by Industry of Employment by Sex
3,Wealthy lifestylers and entrepreneurs,3,Age_yr_75_79_P,Age_years_75_79_years_Persons,Age_yr_75_79_P|Tot_P,G04,Age by Sex
3,Wealthy lifestylers and entrepreneurs,3,P_ProScieTechServ_ToT,PERSONS_Professional_Scientific_and_Technical_Services_Total,P_ProScieTechServ_ToT|P_ToT_ToT,G53,Highest Non-School Qualification: Level of Education by Industry of Employment by Sex
3,Wealthy lifestylers and entrepreneurs,3,M_65_74y_DUDW_5_14_h,MALES_65_74_years_Did_unpaid_domestic_work_5_14_hours,M_65_74y_DUDW_5_14_h|M_65_74y_Total,G24,Unpaid Domestic Work:  Number of Hours by Age by Sex 
3,Wealthy lifestylers and entrepreneurs,3,P_0_cond_85_over,PERSONS_Count_of_selected_long_term_health_conditions_None_of_the_selected_conditions_Age_85_years_and_over,P_0_cond_85_over|P_Tot_85_over,G20,Count of Selected Long-Term Health Conditions by Age by Sex
3,Wealthy lifestylers and entrepreneurs,3,P_0_cond_75_84,PERSONS_Count_of_selected_long_term_health_conditions_None_of_the_selected_conditions_Age_75_84_years,P_0_cond_75_84|P_Tot_75_84,G20,Count of Selected Long-Term Health Conditions by Age by Sex
3,Wealthy lifestylers and entrepreneurs,3,P_Cancer_Tot,PERSONS_Cancer_including_remission_Age_Total_responses,P_Cancer_Tot|P_Tot_Tot,G19,Type of Long-Term Health Condition by Age by Sex
3,Wealthy lifestylers and entrepreneurs,3,P_Y12e_85ov,PERSONS_Year_12_or_equivalent_Age_85_years_and_over,P_Y12e_85ov|P_Tot_85ov,G16,Highest Year of School Completed by Age by Sex
3,Wealthy lifestylers and entrepreneurs,3,P_Y12e_75_84,PERSONS_Year_12_or_equivalent_Age_75_84_years,P_Y12e_75_84|P_Tot_75_84_yrs,G16,Highest Year of School Completed by Age by Sex
3,Wealthy lifestylers and entrepreneurs,3,P_Y12e_55_64,PERSONS_Year_12_or_equivalent_Age_55_64_years,P_Y12e_55_64|P_Tot_55_64_yrs,G16,Highest Year of School Completed by Age by Sex
3,Wealthy lifestylers and entrepreneurs,3,P_Y12e_45_54,PERSONS_Year_12_or_equivalent_Age_45_54_years,P_Y12e_45_54|P_Tot_45_54_yrs,G16,Highest Year of School Completed by Age by Sex
3,Wealthy lifestylers and entrepreneurs,3,Tert_Uni_other_high_edu_Tot_P,Tertiary_University_or_other_higher_education_Total_Persons,Tert_Uni_other_high_edu_Tot_P|Tert_Tot_Tert_P,G15,Type of Educational Institution Attending (Full-time/Part-Time Student Status by Age) by Sex
3,Wealthy lifestylers and entrepreneurs,3,P_USA_Tot,PERSONS_United_States_of_America_Total,P_USA_Tot|P_Tot_Tot,G09,Country of Birth of Person by Age by Sex
3,Wealthy lifestylers and entrepreneurs,3,Russian_Tot_resp,Russian_Total_responses,Russian_Tot_resp|Tot_P_Tot_resp,G08,Ancestry by Country of Birth of Parents
3,Wealthy lifestylers and entrepreneurs,3,French_Tot_resp,French_Total_responses,French_Tot_resp|Tot_P_Tot_resp,G08,Ancestry by Country of Birth of Parents
3,Wealthy lifestylers and entrepreneurs,3,Chinese_FO_B_OS,Chinese_Father_only_born_overseas,Chinese_FO_B_OS|Chinese_Tot_resp,G08,Ancestry by Country of Birth of Parents
3,Wealthy lifestylers and entrepreneurs,3,M_4000_4999_CFNC_und15,4000_4999_Couple_family_with_No_children_under_15,M_4000_4999_CFNC_und15|Tot_Tot,G39,Mortgage Repayment (Monthly) by Family Composition
3,Wealthy lifestylers and entrepreneurs,3,P_80_84_Num_chld_evr_brn_Nne,Age_group_of_parent_80_84_years_Number_of_children_ever_born_No_children,P_80_84_Num_chld_evr_brn_Nne|P_80_84_yrs_Total,G28,Number of Children Ever Born 
4,Comfortable family Anglo-european professionals,1,Age_45_54_yr_P,Age_groups_45_54_years_Persons,Age_45_54_yr_P|Tot_P_P,G01,Selected Person Characteristics by Sex
